id,lnw,exper,ged,postexp,black,hispanic,hgc,hgc.9,uerate,ue.7,ue.centert1,ue.mean,ue.person.cen,ue1
6680,3.189,8.293,0,0.000,0,1,10,1,2.80,-4.205,-2.800,5.01,-2.210,5.59
6680,2.639,10.005,0,0.000,0,1,10,1,5.20,-1.805,-0.400,5.01,0.190,5.59
6680,2.748,11.293,0,0.000,0,1,10,1,6.20,-0.805,0.600,5.01,1.190,5.59
6701,2.539,0.923,0,0.000,0,0,10,1,4.99,-2.005,0.000,5.28,-0.289,4.99
6701,1.630,1.943,1,0.000,0,0,10,1,5.39,-1.605,0.400,5.28,0.111,4.99
6701,2.156,2.663,1,0.720,0,0,10,1,6.49,-0.505,1.500,5.28,1.211,4.99
6701,1.808,3.403,1,1.460,0,0,10,1,6.59,-0.405,1.600,5.28,1.311,4.99
6701,2.644,4.183,1,2.240,0,0,10,1,4.89,-2.105,-0.100,5.28,-0.389,4.99
6701,2.001,4.963,1,3.020,0,0,10,1,3.89,-3.105,-1.100,5.28,-1.389,4.99
6701,1.845,5.731,1,3.788,0,0,10,1,3.60,-3.405,-1.400,5.28,-1.689,4.99
6701,2.536,7.669,1,5.726,0,0,10,1,4.99,-2.005,0.000,5.28,-0.289,4.99
6701,2.398,8.649,1,6.706,0,0,10,1,6.70,-0.305,1.700,5.28,1.411,4.99
6705,2.399,0.812,0,0.000,0,1,10,1,6.70,-0.305,0.000,7.32,-0.627,6.70
6705,1.828,1.754,0,0.000,0,1,10,1,11.00,4.000,4.305,7.32,3.678,6.70
6705,2.038,3.254,1,1.500,0,1,10,1,6.49,-0.505,-0.200,7.32,-0.827,6.70
6705,1.819,4.054,1,2.300,0,1,10,1,7.60,0.600,0.905,7.32,0.278,6.70
6705,1.972,5.189,1,3.435,0,1,10,1,7.00,NA,0.305,7.32,-0.322,6.70
6705,2.541,8.574,1,6.819,0,1,10,1,5.80,-1.205,-0.900,7.32,-1.528,6.70
6705,2.442,9.535,1,7.781,0,1,10,1,5.49,-1.505,-1.200,7.32,-1.827,6.70
6705,2.779,10.535,1,8.781,0,1,10,1,8.50,1.500,1.805,7.32,1.178,6.70
6721,1.846,0.260,0,0.000,1,0,9,0,8.00,1.000,0.000,7.38,0.620,8.00
6721,2.169,0.800,0,0.000,1,0,9,0,9.60,2.600,1.600,7.38,2.220,8.00
6721,2.028,1.332,0,0.000,1,0,9,0,9.20,2.200,1.200,7.38,1.820,8.00
6721,2.115,1.772,0,0.000,1,0,9,0,11.00,4.000,3.000,7.38,3.620,8.00
6721,2.447,2.312,1,0.320,1,0,9,0,8.20,1.200,0.200,7.38,0.820,8.00
6721,2.320,3.216,1,1.224,1,0,9,0,7.30,0.300,-0.700,7.38,-0.080,8.00
6721,2.155,4.504,1,2.512,1,0,9,0,5.39,-1.605,-2.605,7.38,-1.985,8.00
6721,2.624,5.774,1,3.782,1,0,9,0,4.20,-2.805,-3.805,7.38,-3.185,8.00
6721,2.208,6.562,1,4.570,1,0,9,0,4.49,-2.505,-3.505,7.38,-2.885,8.00
6721,2.442,7.582,1,5.590,1,0,9,0,6.20,-0.805,-1.805,7.38,-1.185,8.00
6721,1.793,7.762,1,5.770,1,0,9,0,7.60,0.600,-0.400,7.38,0.220,8.00
6729,1.645,0.260,0,0.000,1,0,8,-1,9.20,2.200,0.000,6.78,2.424,9.20
6729,1.409,1.040,0,0.000,1,0,8,-1,8.40,1.400,-0.800,6.78,1.624,9.20
6729,1.462,1.828,0,0.000,1,0,8,-1,8.20,1.200,-1.000,6.78,1.424,9.20
6729,1.566,2.791,0,0.000,1,0,8,-1,7.30,0.300,-1.900,6.78,0.524,9.20
6729,1.563,3.701,0,0.000,1,0,8,-1,5.39,-1.605,-3.805,6.78,-1.381,9.20
6729,1.784,4.518,0,0.000,1,0,8,-1,4.20,-2.805,-5.005,6.78,-2.581,9.20
6729,1.660,5.345,0,0.000,1,0,8,-1,4.49,-2.505,-4.705,6.78,-2.281,9.20
6729,1.927,5.853,0,0.000,1,0,8,-1,6.20,-0.805,NA,6.78,-0.581,9.20
6729,1.975,7.026,0,0.000,1,0,8,-1,7.60,NA,-1.600,6.78,0.824,9.20
6739,1.742,1.748,0,0.000,0,1,9,0,13.80,6.800,0.000,8.72,5.084,13.80
6739,1.462,3.069,0,0.000,0,1,9,0,10.90,3.900,-2.900,8.72,2.184,13.80
6739,1.789,4.089,0,0.000,0,1,9,0,7.70,0.700,-6.100,8.72,-1.016,13.80
6739,2.748,5.493,0,0.000,0,1,9,0,7.10,0.100,NA,8.72,-1.616,13.80
6739,2.928,6.320,0,0.000,0,1,9,0,5.09,-1.905,-8.705,8.72,-3.621,13.80
6739,2.956,7.339,0,0.000,0,1,9,0,7.70,0.700,-6.100,8.72,-1.016,13.80
6746,1.591,0.696,0,0.000,1,0,11,2,8.00,1.000,0.000,6.42,1.577,8.00
6746,2.168,2.072,1,0.414,1,0,11,2,7.30,0.300,-0.700,6.42,0.877,8.00
6746,2.364,3.152,1,1.494,1,0,11,2,4.20,-2.805,NA,6.42,-2.227,8.00
6746,2.824,4.255,1,2.596,1,0,11,2,6.20,-0.805,-1.805,6.42,-0.228,8.00
6748,2.371,0.060,1,0.060,1,0,8,-1,9.20,2.200,0.000,8.66,0.540,9.20
6748,1.748,0.495,1,0.495,1,0,8,-1,11.00,4.000,1.800,8.66,2.340,9.20
6748,2.155,0.675,1,0.675,1,0,8,-1,8.20,1.200,-1.000,8.66,-0.460,9.20
6748,1.502,1.495,1,1.495,1,0,8,-1,7.30,0.300,-1.900,8.66,-1.360,9.20
6748,2.486,2.980,1,2.980,1,0,8,-1,7.60,0.600,-1.600,8.66,-1.060,9.20
6759,1.702,0.980,0,0.000,1,0,9,0,9.20,2.200,0.000,6.87,2.331,9.20
6759,1.461,1.420,0,0.000,1,0,9,0,11.00,4.000,1.800,6.87,4.131,9.20
6759,1.856,2.480,0,0.000,1,0,9,0,6.87,-0.131,-2.331,6.87,0.000,9.20
6759,1.418,3.249,0,0.000,1,0,9,0,6.87,-0.131,-2.331,6.87,0.000,9.20
6759,1.404,4.024,0,0.000,1,0,9,0,6.87,-0.131,-2.331,6.87,0.000,9.20
6759,1.839,5.124,0,0.000,1,0,9,0,5.39,-1.605,-3.805,6.87,-1.474,9.20
6759,2.583,6.344,0,0.000,1,0,9,0,4.20,-2.805,-5.005,6.87,-2.674,9.20
6759,2.353,6.424,0,0.000,1,0,9,0,4.49,-2.505,-4.705,6.87,-2.374,9.20
6759,1.872,6.724,0,0.000,1,0,9,0,6.20,NA,-3.005,6.87,-0.674,9.20
6759,1.906,7.456,0,0.000,1,0,9,0,7.60,0.600,-1.600,6.87,0.731,9.20
6762,2.142,0.578,0,0.000,1,0,8,-1,11.00,4.000,0.000,6.98,4.024,11.00
6762,2.487,1.303,0,0.000,1,0,8,-1,8.40,1.400,-2.600,6.98,1.424,11.00
6762,2.735,1.793,0,0.000,1,0,8,-1,8.20,1.200,-2.800,6.98,1.224,11.00
6762,2.482,2.505,0,0.000,1,0,8,-1,7.30,NA,-3.700,6.98,0.324,11.00
6762,2.260,3.832,0,0.000,1,0,8,-1,5.39,-1.605,-5.605,6.98,-1.581,11.00
6762,1.602,4.987,0,0.000,1,0,8,-1,4.20,-2.805,-6.805,6.98,-2.781,11.00
6762,2.171,5.677,0,0.000,1,0,8,-1,4.49,-2.505,-6.505,6.98,-2.481,11.00
6762,2.148,6.587,0,0.000,1,0,8,-1,6.20,-0.805,-4.805,6.98,-0.781,11.00
6762,2.445,7.462,0,0.000,1,0,8,-1,7.60,NA,NA,6.98,0.624,11.00
6770,1.782,0.530,0,0.000,1,0,10,1,8.00,1.000,0.000,6.84,1.165,8.00
6770,1.803,1.472,0,0.000,1,0,10,1,9.60,2.600,1.600,6.84,2.765,8.00
6770,1.645,2.607,0,0.000,1,0,10,1,9.20,2.200,1.200,6.84,2.365,8.00
6770,1.786,3.722,0,0.000,1,0,10,1,6.84,-0.165,-1.165,6.84,0.000,8.00
6770,1.750,4.684,0,0.000,1,0,10,1,6.84,-0.165,NA,6.84,0.000,8.00
6770,2.081,5.549,0,0.000,1,0,10,1,6.84,-0.165,-1.165,6.84,0.000,8.00
6770,1.929,6.507,0,0.000,1,0,10,1,6.84,-0.165,-1.165,6.84,0.000,8.00
6770,2.086,7.834,0,0.000,1,0,10,1,5.39,-1.605,-2.605,6.84,-1.440,8.00
6770,2.569,8.924,0,0.000,1,0,10,1,4.20,-2.805,-3.805,6.84,-2.640,8.00
6770,2.409,9.866,0,0.000,1,0,10,1,4.49,NA,-3.505,6.84,-2.340,8.00
6770,2.590,11.066,0,0.000,1,0,10,1,6.20,-0.805,-1.805,6.84,-0.640,8.00
6770,2.512,11.970,0,0.000,1,0,10,1,7.60,0.600,-0.400,6.84,0.765,8.00
6778,2.497,0.263,1,0.263,0,1,10,1,8.40,1.400,0.000,7.03,1.368,8.40
6778,2.377,2.416,1,2.416,0,1,10,1,7.30,0.300,-1.100,7.03,0.268,8.40
6778,2.086,2.506,1,2.506,0,1,10,1,5.39,-1.605,NA,7.03,-1.637,8.40
6784,2.403,0.590,1,0.590,0,1,9,0,9.20,2.200,0.000,9.20,0.000,9.20
6784,1.535,1.259,1,1.259,0,1,9,0,9.20,2.200,0.000,9.20,0.000,9.20
6786,1.499,0.500,0,0.000,0,1,8,-1,8.40,1.400,0.000,7.10,1.302,8.40
6786,1.257,0.760,0,0.000,0,1,8,-1,8.20,1.200,-0.200,7.10,1.102,8.40
6786,1.389,1.075,0,0.000,0,1,8,-1,7.30,0.300,NA,7.10,0.202,8.40
6786,1.526,1.955,0,0.000,0,1,8,-1,5.39,-1.605,-3.005,7.10,-1.703,8.40
6786,1.065,2.692,0,0.000,0,1,8,-1,6.20,-0.805,-2.205,7.10,-0.903,8.40
6790,2.030,0.800,0,0.000,0,1,9,0,5.39,-1.605,0.000,5.58,-0.181,5.39
6790,2.267,2.069,0,0.000,0,1,9,0,4.20,-2.805,-1.200,5.58,-1.381,5.39
6790,2.220,2.858,0,0.000,0,1,9,0,4.49,-2.505,-0.900,5.58,-1.081,5.39
6790,2.435,4.048,0,0.000,0,1,9,0,6.20,-0.805,0.800,5.58,0.619,5.39
6790,2.396,4.835,0,0.000,0,1,9,0,7.60,0.600,2.205,5.58,2.024,5.39
6791,1.178,0.128,0,0.000,0,1,8,-1,9.20,2.200,0.000,7.58,1.621,9.20
6791,1.856,0.875,0,0.000,0,1,8,-1,8.40,1.400,-0.800,7.58,0.821,9.20
6791,1.663,2.153,1,0.000,0,1,8,-1,8.20,1.200,-1.000,7.58,0.621,9.20
6791,2.403,3.653,1,1.500,0,1,8,-1,4.49,-2.505,-4.705,7.58,-3.084,9.20
6791,2.693,5.153,1,3.000,0,1,8,-1,7.60,0.600,-1.600,7.58,0.021,9.20
6792,2.093,1.421,0,0.000,0,1,12,3,6.59,-0.405,0.000,6.59,0.000,6.59
6794,1.526,0.332,1,0.040,0,1,8,-1,5.39,-1.605,0.000,4.80,0.600,5.39
6794,2.238,1.563,1,1.271,0,1,8,-1,4.20,-2.805,-1.200,4.80,-0.600,5.39
6796,1.946,0.712,1,0.712,0,1,11,2,5.89,-1.105,0.000,6.40,-0.502,5.89
6796,1.902,1.612,1,1.612,0,1,11,2,6.90,-0.100,1.005,6.40,0.502,5.89
6808,1.349,1.115,1,1.115,0,1,9,0,5.39,-1.605,0.000,5.85,-0.451,5.39
6808,2.156,2.269,1,2.269,0,1,9,0,4.20,-2.805,-1.200,5.85,-1.651,5.39
6808,1.658,4.160,1,4.160,0,1,9,0,6.20,-0.805,0.800,5.85,0.349,5.39
6808,1.893,4.858,1,4.858,0,1,9,0,7.60,0.600,2.205,5.85,1.754,5.39
6819,1.532,0.270,1,0.000,1,0,8,-1,9.20,2.200,0.000,7.20,2.002,9.20
6819,1.461,0.695,1,0.425,1,0,8,-1,11.00,4.000,1.800,7.20,3.802,9.20
6819,1.568,0.855,1,0.585,1,0,8,-1,8.40,1.400,-0.800,7.20,1.202,9.20
6819,1.558,1.620,1,1.350,1,0,8,-1,8.20,1.200,NA,7.20,1.002,9.20
6819,1.566,1.920,1,1.650,1,0,8,-1,7.30,0.300,-1.900,7.20,0.102,9.20
6819,2.309,2.180,1,1.910,1,0,8,-1,5.39,-1.605,-3.805,7.20,-1.803,9.20
6819,2.177,3.080,1,2.810,1,0,8,-1,4.20,-2.805,-5.005,7.20,-3.003,9.20
6819,1.997,3.720,1,3.450,1,0,8,-1,4.49,NA,-4.705,7.20,-2.703,9.20
6819,2.015,4.595,1,4.325,1,0,8,-1,6.20,-0.805,-3.005,7.20,-1.003,9.20
6819,1.628,4.628,1,4.358,1,0,8,-1,7.60,0.600,-1.600,7.20,0.402,9.20
6838,1.709,2.173,0,0.000,1,0,10,1,8.40,1.400,0.000,6.47,1.928,8.40
6838,2.137,3.013,0,0.000,1,0,10,1,8.20,1.200,-0.200,6.47,1.727,8.40
6838,2.176,4.040,0,0.000,1,0,10,1,7.30,NA,-1.100,6.47,0.827,8.40
6838,2.799,5.136,0,0.000,1,0,10,1,5.39,-1.605,-3.005,6.47,-1.077,8.40
6838,2.177,6.066,0,0.000,1,0,10,1,4.20,-2.805,-4.205,6.47,-2.277,8.40
6838,2.179,6.816,0,0.000,1,0,10,1,4.49,-2.505,-3.905,6.47,-1.977,8.40
6838,2.262,7.797,0,0.000,1,0,10,1,6.20,-0.805,-2.205,6.47,-0.278,8.40
6838,2.339,8.739,0,0.000,1,0,10,1,7.60,NA,-0.800,6.47,1.128,8.40
6840,2.113,1.625,1,1.625,1,0,8,-1,4.20,-2.805,0.000,5.62,-1.426,4.20
6840,1.997,2.297,1,2.297,1,0,8,-1,4.49,-2.505,0.300,5.62,-1.126,4.20
6840,1.658,3.129,1,3.129,1,0,8,-1,6.20,-0.805,2.000,5.62,0.574,4.20
6840,1.386,3.873,1,3.873,1,0,8,-1,7.60,0.600,3.405,5.62,1.979,4.20
6846,1.264,0.670,0,0.000,1,0,10,1,9.20,2.200,0.000,9.20,0.000,9.20
6849,2.230,0.154,1,0.000,1,0,10,1,8.50,1.500,0.000,6.88,1.622,8.50
6849,1.907,1.192,1,1.038,1,0,10,1,8.00,1.000,-0.500,6.88,1.122,8.50
6849,1.854,2.452,1,2.298,1,0,10,1,9.20,2.200,0.700,6.88,2.322,8.50
6849,1.656,3.280,1,3.126,1,0,10,1,4.20,-2.805,NA,6.88,-2.683,8.50
6849,1.372,3.934,1,3.780,1,0,10,1,4.49,NA,-4.005,6.88,-2.383,8.50
6851,2.195,0.166,1,0.150,1,0,10,1,7.30,0.300,0.000,5.85,1.454,7.30
6851,2.442,0.321,1,0.305,1,0,10,1,5.39,-1.605,-1.905,5.85,-0.451,7.30
6851,1.660,0.561,1,0.545,1,0,10,1,4.49,-2.505,-2.805,5.85,-1.351,7.30
6851,1.896,0.629,1,0.612,1,0,10,1,6.20,-0.805,-1.105,5.85,0.349,7.30
6860,1.596,0.173,1,0.000,1,0,9,0,9.20,2.200,0.000,5.46,3.744,9.20
6860,1.484,2.254,1,2.082,1,0,9,0,4.30,-2.705,-4.905,5.46,-1.161,9.20
6860,1.814,3.023,1,2.851,1,0,9,0,2.69,-4.305,-6.505,5.46,-2.761,9.20
6860,2.197,3.643,1,3.471,1,0,9,0,4.39,-2.605,-4.805,5.46,-1.061,9.20
6860,2.040,4.526,1,4.353,1,0,9,0,6.70,-0.305,-2.505,5.46,1.239,9.20
6861,1.630,0.800,1,0.800,1,0,9,0,9.60,2.600,0.000,8.19,1.414,9.60
6861,1.422,1.460,1,1.460,1,0,9,0,12.10,5.100,2.500,8.19,3.914,9.60
6861,1.491,2.365,1,2.365,1,0,9,0,11.00,4.000,1.400,8.19,2.814,9.60
6861,1.499,3.045,1,3.045,1,0,9,0,8.90,1.900,-0.700,8.19,0.714,9.60
6861,1.789,4.854,1,4.854,1,0,9,0,7.30,0.300,-2.300,8.19,-0.886,9.60
6861,1.845,5.814,1,5.814,1,0,9,0,5.39,-1.605,-4.205,8.19,-2.791,9.60
6861,1.303,7.214,1,7.214,1,0,9,0,4.80,-2.205,-4.805,8.19,-3.391,9.60
6861,2.445,8.367,1,8.367,1,0,9,0,6.39,-0.605,-3.205,8.19,-1.791,9.60
6863,1.632,0.048,0,0.000,1,0,11,2,8.40,1.400,0.000,6.47,1.928,8.40
6863,1.868,0.858,0,0.000,1,0,11,2,8.20,1.200,-0.200,6.47,1.727,8.40
6863,1.789,0.998,0,0.000,1,0,11,2,7.30,0.300,-1.100,6.47,0.827,8.40
6863,1.749,2.113,0,0.000,1,0,11,2,5.39,-1.605,-3.005,6.47,-1.077,8.40
6863,1.946,2.896,0,0.000,1,0,11,2,4.20,-2.805,-4.205,6.47,-2.277,8.40
6863,1.975,3.736,0,0.000,1,0,11,2,4.49,-2.505,NA,6.47,-1.977,8.40
6863,1.893,4.104,0,0.000,1,0,11,2,6.20,-0.805,-2.205,6.47,-0.278,8.40
6863,1.893,5.142,0,0.000,1,0,11,2,7.60,0.600,-0.800,6.47,1.128,8.40
6867,2.079,0.769,1,0.000,1,0,8,-1,8.40,1.400,0.000,6.63,1.768,8.40
6867,3.399,0.887,1,0.118,1,0,8,-1,7.30,0.300,-1.100,6.63,0.668,8.40
6867,1.644,1.497,1,0.727,1,0,8,-1,5.39,-1.605,NA,6.63,-1.237,8.40
6867,2.177,1.677,1,0.908,1,0,8,-1,4.20,-2.805,-4.205,6.63,-2.437,8.40
6867,1.372,1.727,1,0.958,1,0,8,-1,6.90,-0.100,-1.500,6.63,0.268,8.40
6867,2.372,1.877,1,1.108,1,0,8,-1,7.60,0.600,-0.800,6.63,0.968,8.40
6868,1.884,0.080,0,0.000,1,0,8,-1,7.90,0.900,0.000,5.86,2.044,7.90
6868,1.491,0.368,0,0.000,1,0,8,-1,8.20,1.200,NA,5.86,2.344,7.90
6868,1.455,0.918,0,0.000,1,0,8,-1,4.89,-2.105,-3.005,5.86,-0.961,7.90
6868,1.819,1.708,0,0.000,1,0,8,-1,4.99,-2.005,-2.905,5.86,-0.861,7.90
6868,2.450,2.784,0,0.000,1,0,8,-1,5.30,-1.705,-2.605,5.86,-0.561,7.90
6868,2.542,4.246,0,0.000,1,0,8,-1,5.49,-1.505,-2.405,5.86,-0.361,7.90
6868,2.496,5.227,0,0.000,1,0,8,-1,5.39,-1.605,-2.505,5.86,-0.461,7.90
6868,2.614,6.092,0,0.000,1,0,8,-1,4.99,NA,-2.905,5.86,-0.861,7.90
6868,2.635,7.188,0,0.000,1,0,8,-1,4.99,-2.005,-2.905,5.86,-0.861,7.90
6868,2.629,8.169,0,0.000,1,0,8,-1,6.39,-0.605,-1.505,5.86,0.539,7.90
6900,1.186,0.100,0,0.000,1,0,8,-1,9.20,2.200,0.000,7.64,1.562,9.20
6900,1.577,0.280,0,0.000,1,0,8,-1,11.00,4.000,NA,7.64,3.362,9.20
6900,1.761,0.560,0,0.000,1,0,8,-1,8.40,NA,-0.800,7.64,0.762,9.20
6900,2.280,0.933,0,0.000,1,0,8,-1,5.39,-1.605,-3.805,7.64,-2.243,9.20
6900,2.651,1.685,0,0.000,1,0,8,-1,4.20,-2.805,-5.005,7.64,-3.443,9.20
6918,1.532,0.040,1,0.040,0,0,9,0,10.30,3.300,0.000,8.65,1.652,10.30
6918,1.563,0.880,1,0.880,0,0,9,0,16.20,9.200,5.900,8.65,7.552,10.30
6918,1.819,1.083,1,1.083,0,0,9,0,10.10,NA,-0.200,8.65,1.452,10.30
6918,1.610,2.217,1,2.217,0,0,9,0,9.10,2.100,-1.200,8.65,0.452,10.30
6918,1.526,3.429,1,3.429,0,0,9,0,7.50,0.500,-2.800,8.65,-1.148,10.30
6918,1.484,4.756,1,4.756,0,0,9,0,6.49,-0.505,-3.805,8.65,-2.153,10.30
6918,1.630,5.442,1,5.442,0,0,9,0,4.49,-2.505,-5.805,8.65,-4.153,10.30
6918,2.197,6.499,1,6.499,0,0,9,0,4.99,-2.005,-5.305,8.65,-3.653,10.30
6926,1.471,0.676,1,0.676,0,0,8,-1,8.80,1.800,0.000,8.80,0.000,8.80
6927,2.283,0.231,0,0.000,0,0,10,1,6.59,-0.405,0.000,5.83,0.762,6.59
6927,2.392,1.592,0,0.000,0,0,10,1,8.20,1.200,1.605,5.83,2.367,6.59
6927,2.164,2.573,0,0.000,0,0,10,1,8.80,1.800,2.205,5.83,2.967,6.59
6927,2.479,3.623,0,0.000,0,0,10,1,4.20,NA,-2.400,5.83,-1.638,6.59
6927,2.549,4.642,0,0.000,0,0,10,1,7.30,0.300,0.705,5.83,1.467,6.59
6927,2.512,5.642,0,0.000,0,0,10,1,6.59,-0.405,0.000,5.83,0.762,6.59
6927,2.783,6.604,0,0.000,0,0,10,1,5.09,-1.905,-1.500,5.83,-0.738,6.59
6927,2.728,7.990,0,0.000,0,0,10,1,4.39,-2.605,-2.200,5.83,-1.438,6.59
6927,2.663,9.009,0,0.000,0,0,10,1,4.39,-2.605,-2.200,5.83,-1.438,6.59
6927,2.625,9.971,0,0.000,0,0,10,1,3.30,-3.705,-3.300,5.83,-2.538,6.59
6927,3.063,10.936,0,0.000,0,0,10,1,5.30,-1.705,-1.300,5.83,-0.538,6.59
6928,1.699,0.018,1,0.000,0,0,10,1,8.20,1.200,0.000,6.19,2.013,8.20
6928,2.037,0.576,1,0.558,0,0,10,1,8.80,1.800,0.600,6.19,2.613,8.20
6928,1.717,1.492,1,1.474,0,0,10,1,8.50,1.500,0.300,6.19,2.313,8.20
6928,2.054,2.453,1,2.435,0,0,10,1,7.30,0.300,-0.900,6.19,1.113,8.20
6928,2.470,3.353,1,3.335,0,0,10,1,6.59,-0.405,-1.605,6.19,0.408,8.20
6928,2.482,4.488,1,4.470,0,0,10,1,5.09,-1.905,-3.105,6.19,-1.092,8.20
6928,2.181,5.718,1,5.700,0,0,10,1,4.39,-2.605,-3.805,6.19,-1.792,8.20
6928,2.806,7.122,1,7.104,0,0,10,1,4.39,-2.605,-3.805,6.19,-1.792,8.20
6928,2.839,7.834,1,7.816,0,0,10,1,3.30,-3.705,-4.905,6.19,-2.892,8.20
6928,2.918,9.161,1,9.143,0,0,10,1,5.30,-1.705,-2.905,6.19,-0.892,8.20
6960,1.568,1.464,1,1.464,0,1,8,-1,7.30,0.300,0.000,5.28,2.017,7.30
6960,1.725,2.637,1,2.637,0,1,8,-1,5.70,-1.305,-1.605,5.28,0.412,7.30
6960,1.857,3.464,1,3.464,0,1,8,-1,6.59,-0.405,-0.705,5.28,1.312,7.30
6960,1.903,4.714,1,4.714,0,1,8,-1,5.09,-1.905,-2.205,5.28,-0.188,7.30
6960,2.177,5.476,1,5.476,0,1,8,-1,4.09,-2.905,-3.205,5.28,-1.188,7.30
6960,2.459,5.976,1,5.976,0,1,8,-1,4.20,-2.805,NA,5.28,-1.088,7.30
6960,2.431,6.995,1,6.995,0,1,8,-1,4.09,-2.905,-3.205,5.28,-1.188,7.30
6960,2.263,7.957,1,7.957,0,1,8,-1,5.20,-1.805,-2.105,5.28,-0.088,7.30
6972,1.198,0.300,1,0.300,1,0,9,0,10.20,3.200,0.000,5.72,4.476,10.20
6972,1.418,1.411,1,1.411,1,0,9,0,5.70,-1.305,-4.505,5.72,-0.029,10.20
6972,1.569,2.549,1,2.549,1,0,9,0,6.59,-0.405,NA,5.72,0.871,10.20
6972,2.401,4.240,1,4.240,1,0,9,0,4.09,-2.905,-6.105,5.72,-1.629,10.20
6972,2.248,5.040,1,5.040,1,0,9,0,4.20,-2.805,-6.005,5.72,-1.529,10.20
6972,2.351,6.175,1,6.175,1,0,9,0,4.09,-2.905,-6.105,5.72,-1.629,10.20
6972,1.618,6.900,1,6.900,1,0,9,0,5.20,-1.805,-5.005,5.72,-0.529,10.20
7023,1.491,0.162,0,0.000,0,0,8,-1,5.32,-1.679,NA,5.32,0.000,5.32
7023,1.987,0.738,0,0.000,0,0,8,-1,5.32,-1.679,0.000,5.32,0.000,5.32
7023,1.950,0.838,0,0.000,0,0,8,-1,5.32,-1.679,0.000,5.32,0.000,5.32
7023,2.012,0.918,0,0.000,0,0,8,-1,7.20,0.200,1.879,5.32,1.879,5.32
7023,2.113,1.694,0,0.000,0,0,8,-1,5.39,-1.605,0.074,5.32,0.074,5.32
7023,2.130,2.270,0,0.000,0,0,8,-1,4.59,-2.405,-0.726,5.32,-0.726,5.32
7023,2.079,3.385,0,0.000,0,0,8,-1,4.09,NA,-1.226,5.32,-1.226,5.32
7027,1.335,1.827,1,0.942,0,0,11,2,9.80,2.800,0.000,9.80,0.000,9.80
7033,1.070,1.170,1,0.000,0,0,8,-1,9.20,2.200,0.000,8.76,0.438,9.20
7033,1.328,1.600,1,0.430,0,0,8,-1,10.50,3.500,1.300,8.76,1.738,9.20
7033,1.632,1.814,1,0.644,0,0,8,-1,10.10,3.100,NA,8.76,1.338,9.20
7033,1.714,2.094,1,0.924,0,0,8,-1,9.80,NA,0.600,8.76,1.038,9.20
7033,1.278,2.794,1,1.624,0,0,8,-1,8.80,1.800,-0.400,8.76,0.038,9.20
7033,1.737,3.948,1,2.778,0,0,8,-1,8.10,1.100,-1.100,8.76,-0.662,9.20
7033,1.690,4.929,1,3.759,0,0,8,-1,6.09,-0.905,-3.105,8.76,-2.667,9.20
7033,1.732,5.833,1,4.662,0,0,8,-1,7.50,0.500,-1.700,8.76,-1.262,9.20
7059,1.763,0.960,0,0.000,0,0,9,0,9.80,NA,0.000,10.54,-0.743,9.80
7059,1.710,1.920,0,0.000,0,0,9,0,13.70,6.700,3.900,10.54,3.157,9.80
7059,1.668,2.760,0,0.000,0,0,9,0,16.70,9.700,6.900,10.54,6.157,9.80
7059,1.455,2.772,0,0.000,0,0,9,0,12.70,5.700,2.900,10.54,2.157,9.80
7059,1.596,3.772,0,0.000,0,0,9,0,10.70,3.700,0.900,10.54,0.157,9.80
7059,1.738,4.772,0,0.000,0,0,9,0,10.54,3.543,0.743,10.54,0.000,9.80
7059,1.187,6.041,0,0.000,0,0,9,0,9.50,2.500,-0.300,10.54,-1.043,9.80
7059,1.602,7.214,0,0.000,0,0,9,0,9.00,2.000,-0.800,10.54,-1.543,9.80
7059,2.032,8.214,0,0.000,0,0,9,0,5.99,-1.005,-3.805,10.54,-4.548,9.80
7059,2.104,9.041,0,0.000,0,0,9,0,6.80,-0.205,-3.005,10.54,-3.748,9.80
7080,2.192,0.210,0,0.000,1,0,10,1,7.50,0.500,0.000,5.67,1.829,7.50
7080,1.967,0.510,0,0.000,1,0,10,1,5.30,-1.705,-2.205,5.67,-0.376,7.50
7080,2.012,1.470,0,0.000,1,0,10,1,5.99,-1.005,-1.505,5.67,0.324,7.50
7080,1.822,2.566,0,0.000,1,0,10,1,8.80,1.800,1.300,5.67,3.129,7.50
7080,2.778,3.778,0,0.000,1,0,10,1,5.39,-1.605,-2.105,5.67,-0.276,7.50
7080,2.339,4.874,0,0.000,1,0,10,1,3.89,-3.105,-3.605,5.67,-1.776,7.50
7080,2.120,5.912,0,0.000,1,0,10,1,3.69,-3.305,-3.805,5.67,-1.976,7.50
7080,2.511,6.797,1,0.000,1,0,10,1,4.80,-2.205,-2.705,5.67,-0.876,7.50
7083,1.461,0.407,1,0.407,1,0,7,-2,10.10,3.100,0.000,8.90,1.200,10.10
7083,3.541,1.830,1,1.830,1,0,7,-2,10.30,3.300,0.200,8.90,1.400,10.10
7083,1.307,2.274,1,2.274,1,0,7,-2,9.50,2.500,-0.600,8.90,0.600,10.10
7083,1.997,2.280,1,2.280,1,0,7,-2,7.20,0.200,-2.900,8.90,-1.700,10.10
7083,1.504,2.382,1,2.382,1,0,7,-2,7.40,0.400,-2.700,8.90,-1.500,10.10
7090,1.532,0.195,0,0.000,1,0,10,1,17.91,10.905,0.000,13.33,4.577,17.91
